Turn,User_Message,Mode,HF_Label,IBM_Label,Final_Label,Bot_Response,Tokens_Used,Cost_USD,Response_Words,HF_joy,HF_sadness,HF_anger,HF_fear,HF_disgust,HF_surprise,IBM_joy,IBM_sadness,IBM_anger,IBM_fear,IBM_disgust,IBM_surprise,Merged_joy,Merged_sadness,Merged_anger,Merged_fear,Merged_disgust,Merged_surprise
1,I got some scary health news today. The doctor found something in my blood work that they want to investigate further.,1️⃣,fear,fear,fear,I'm really sorry to hear that you're facing this. It's completely normal to feel scared when you receive news like this. Do you want to talk about it more? I'm here to listen and support you through this.,102,3.4e-05,38,0.2935773432254791,0.07638297230005264,0.8850648999214172,0.9850572943687439,0,0.27766603231430054,0.040222,0.103167,0.081942,0.736983,0.014674,0,0.19223520593528748,0.08709658338003158,0.5638157399528504,0.8858275766212464,0.0058696,0.1665996193885803
1,I got some scary health news today. The doctor found something in my blood work that they want to investigate further.,2️⃣,fear,fear,fear,"I'm really sorry to hear that you're facing such unsettling news. It's completely understandable to feel scared and overwhelmed when it comes to health concerns. Waiting for more information can be incredibly tough. Please know that you're not alone in this; it's okay to feel how you're feeling right now. If you’d like to talk more about it or share what you're going through, I’m here to listen.",182,6.2e-05,68,0.2935773432254791,0.07638297230005264,0.8850648999214172,0.9850572943687439,0,0.27766603231430054,0.040222,0.103167,0.081942,0.736983,0.014674,0,0.19223520593528748,0.08709658338003158,0.5638157399528504,0.8858275766212464,0.0058696,0.1665996193885803
1,I got some scary health news today. The doctor found something in my blood work that they want to investigate further.,3️⃣,fear,fear,fear,"I’m really sorry to hear that you received unsettling news about your health. It’s completely understandable to feel anxious or worried in this situation. If you’d like to talk more about it or share your feelings, I’m here to listen and support you.",105,3.9e-05,43,0.2935773432254791,0.07638297230005264,0.8850648999214172,0.9850572943687439,0,0.27766603231430054,0.040222,0.103167,0.081942,0.736983,0.014674,0,0.19223520593528748,0.08709658338003158,0.5638157399528504,0.8858275766212464,0.0058696,0.1665996193885803
2,They're calling it a concern but won't tell me much until we do more tests. I hate this uncertainty.,1️⃣,anger,sadness,anger,"I can understand why you feel angry. Uncertainty can be incredibly frustrating, especially when it comes to your health. It’s tough to be left in the dark like that. If you want to talk about it more or share what you’re feeling, I'm here for you.",186,5.3e-05,46,0.12241856753826141,0.823458194732666,0.9801116585731506,0.8298330307006836,0,0.044064391404390335,0.006895,0.269,0.209478,0.232628,0.034985,0,0.07620914052295684,0.6016749168395996,0.6718581951438904,0.5909510184204101,0.013994000000000001,0.0264386348426342
2,They're calling it a concern but won't tell me much until we do more tests. I hate this uncertainty.,2️⃣,anger,sadness,anger,"I can really understand why you feel this way. Uncertainty can be incredibly unsettling, especially when it comes to your health. It’s frustrating to feel like you’re in the dark and waiting for answers. It’s completely natural to feel angry, scared, and sad about the situation. If you want to talk more about what you’re experiencing or any specific worries you have, I’m here for you. You're not alone in this.",298,8.4e-05,71,0.12241856753826141,0.823458194732666,0.9801116585731506,0.8298330307006836,0,0.044064391404390335,0.006895,0.269,0.209478,0.232628,0.034985,0,0.07620914052295684,0.6016749168395996,0.6718581951438904,0.5909510184204101,0.013994000000000001,0.0264386348426342
2,They're calling it a concern but won't tell me much until we do more tests. I hate this uncertainty.,3️⃣,anger,sadness,anger,"I can understand how frustrating and unsettling it must be to deal with uncertainty like this. It’s natural to feel anxious when you’re waiting for more information. If you need to talk about your feelings or if there's anything specific on your mind, I'm here to help you through this.",190,5.4e-05,50,0.12241856753826141,0.823458194732666,0.9801116585731506,0.8298330307006836,0,0.044064391404390335,0.006895,0.269,0.209478,0.232628,0.034985,0,0.07620914052295684,0.6016749168395996,0.6718581951438904,0.5909510184204101,0.013994000000000001,0.0264386348426342
3,"I've been trying to stay calm, but my mind keeps going to worst-case scenarios. What if it's something serious?",1️⃣,joy,sadness,joy,"It's completely understandable to feel that way. Our minds often jump to the worst-case scenarios, especially when we're faced with uncertainty. Try to remember that not everything we fear turns out to be the case. Focusing on staying calm and taking it one step at a time can really help. You're doing your best in a tough situation, and it's okay to seek support and talk about your worries.",295,7.9e-05,69,0.9924415349960327,0.2368125468492508,0.44340261816978455,0.5076064467430115,0,0.14791470766067505,0.099913,0.355336,0.077992,0.235241,0.027814,0,0.6354301209976196,0.2842219281095505,0.2972383709018707,0.3986602680458069,0.0111256,0.08874882459640503
3,"I've been trying to stay calm, but my mind keeps going to worst-case scenarios. What if it's something serious?",2️⃣,joy,sadness,joy,"It's completely understandable to have your mind jump to worst-case scenarios, especially when you're facing uncertainty like this. It can be really hard to stay calm when fears are swirling around in your head. Remember, though, that many health concerns can turn out to be less serious than we initially fear. It's okay to acknowledge those worries, but try to take things one step at a time. Focusing on what you can control, like preparing for the next steps and staying informed, might help ease some of that anxiety. I'm here for you through this, so feel free to share whatever you're feeling.",447,0.00012,103,0.9924415349960327,0.2368125468492508,0.44340261816978455,0.5076064467430115,0,0.14791470766067505,0.099913,0.355336,0.077992,0.235241,0.027814,0,0.6354301209976196,0.2842219281095505,0.2972383709018707,0.3986602680458069,0.0111256,0.08874882459640503
3,"I've been trying to stay calm, but my mind keeps going to worst-case scenarios. What if it's something serious?",3️⃣,joy,sadness,joy,"It's completely understandable to have those thoughts, especially in a situation filled with uncertainty. Worrying about worst-case scenarios is a natural response, but it can be really overwhelming. Try to remind yourself that many health concerns can have a range of possibilities, and not everything is as serious as it may seem. It’s okay to feel scared, and you’re not alone in this. Talking things through can sometimes help ease those worries. Would you like to discuss your concerns more?",316,9e-05,80,0.9924415349960327,0.2368125468492508,0.44340261816978455,0.5076064467430115,0,0.14791470766067505,0.099913,0.355336,0.077992,0.235241,0.027814,0,0.6354301209976196,0.2842219281095505,0.2972383709018707,0.3986602680458069,0.0111256,0.08874882459640503
4,The doctor mentioned scheduling a biopsy. Just hearing that word made everything feel real.,1️⃣,joy,sadness,joy,"It’s completely normal for things to feel more real when you hear specific terms like “biopsy.” That can bring up a mix of emotions. It’s a step toward understanding what’s going on, and while it might feel daunting, it also means you’re moving forward in the process. Remember, you’re not alone in this—there are people who want to help you through it. How are you feeling about taking this next step?",407,0.000101,71,0.9981508851051331,0.2216036170721054,0.08976034820079803,0.2112198919057846,0,0.46252939105033875,0.114433,0.456445,0.048928,0.33624,0.038701,0,0.6446637310630797,0.31554017024326325,0.07342740892047882,0.26122793514347076,0.0154804,0.27751763463020324
