Turn,User_Message,Mode,HF_Label,IBM_Label,Final_Label,Bot_Response,Tokens_Used,Cost_USD,Response_Words,HF_joy,HF_sadness,HF_anger,HF_fear,HF_disgust,HF_surprise,IBM_joy,IBM_sadness,IBM_anger,IBM_fear,IBM_disgust,IBM_surprise,Merged_joy,Merged_sadness,Merged_anger,Merged_fear,Merged_disgust,Merged_surprise
1,"My dad passed away this morning. I still can't believe it. Like, I know it happened, but it doesn't feel real.",1️⃣,joy,sadness,sadness,"I'm so sorry to hear about your dad. It’s completely understandable to feel a mix of disbelief and sorrow right now. Losing someone so close can feel overwhelming. Take your time to process everything, and remember that it’s okay to feel however you’re feeling. If you’d like, I’m here to listen or talk about any memories you wish to share.",135,5.3e-05,60,0.9806255102157593,0.9423158764839172,0.07529547810554504,0.3527001738548279,0,0.35314473509788513,0.110482,0.567325,0.087864,0.131718,0.032101,0,0.6325681061294556,0.7923195258903503,0.08032288686332703,0.26430730431289673,0.0128404,0.21188684105873107
1,"My dad passed away this morning. I still can't believe it. Like, I know it happened, but it doesn't feel real.",2️⃣,joy,sadness,sadness,"I'm so sorry to hear about your dad's passing. It’s completely understandable to feel a mix of emotions right now, and it can be hard to process something so profound. Grief often comes in waves, and sometimes it feels surreal. Please know that it’s okay to take your time to feel what you’re feeling, and you don’t have to go through this alone. If you need someone to talk to, I’m here for you.",198,7e-05,74,0.9806255102157593,0.9423158764839172,0.07529547810554504,0.3527001738548279,0,0.35314473509788513,0.110482,0.567325,0.087864,0.131718,0.032101,0,0.6325681061294556,0.7923195258903503,0.08032288686332703,0.26430730431289673,0.0128404,0.21188684105873107
1,"My dad passed away this morning. I still can't believe it. Like, I know it happened, but it doesn't feel real.",3️⃣,joy,sadness,sadness,"I'm truly sorry to hear about your dad's passing. It’s completely understandable to feel this way—grief can be so overwhelming and confusing. If you'd like to talk about him or share how you're feeling, I'm here to listen. You're not alone in this.",110,4e-05,43,0.9806255102157593,0.9423158764839172,0.07529547810554504,0.3527001738548279,0,0.35314473509788513,0.110482,0.567325,0.087864,0.131718,0.032101,0,0.6325681061294556,0.7923195258903503,0.08032288686332703,0.26430730431289673,0.0128404,0.21188684105873107
2,"He'd been sick for a while, but I thought we had more time. The doctors said he was stable just yesterday.",1️⃣,joy,sadness,joy,"I'm really sorry to hear that you were caught off guard by the suddenness of it all. It’s incredibly tough when things seem stable, and then everything changes so quickly. If you’d like to talk about how you’re feeling or share any memories of him, I’m here to listen.",227,6.1e-05,49,0.9903036952018738,0.5642220377922058,0.18643350899219513,0.45283088088035583,0,0.17662367224693298,0.075602,0.442106,0.063637,0.303432,0.046624,0,0.6244230171211242,0.5153756226753234,0.13731490539531707,0.39307132852821347,0.0186496,0.10597420334815978
2,"He'd been sick for a while, but I thought we had more time. The doctors said he was stable just yesterday.",2️⃣,joy,sadness,joy,"I can’t imagine how difficult this must be for you. It’s incredibly hard to hear that someone you love is sick, and when you have hope for more time, it feels so shocking and unfair when things change quickly. That sense of disbelief is a natural response, especially after feeling reassured by the doctors. It's okay to feel a mix of sadness and confusion right now. If you want to share more about your dad or how you're feeling, I’m here to listen.",327,9.2e-05,83,0.9903036952018738,0.5642220377922058,0.18643350899219513,0.45283088088035583,0,0.17662367224693298,0.075602,0.442106,0.063637,0.303432,0.046624,0,0.6244230171211242,0.5153756226753234,0.13731490539531707,0.39307132852821347,0.0186496,0.10597420334815978
2,"He'd been sick for a while, but I thought we had more time. The doctors said he was stable just yesterday.",3️⃣,joy,sadness,joy,"It sounds like you're feeling a mix of shock and disbelief, especially after hearing that he was stable just yesterday. It’s incredibly difficult to process such sudden news, particularly after holding onto hope for more time. If you want to talk about your dad or anything else that's on your mind, I'm here to support you.",206,5.9e-05,56,0.9903036952018738,0.5642220377922058,0.18643350899219513,0.45283088088035583,0,0.17662367224693298,0.075602,0.442106,0.063637,0.303432,0.046624,0,0.6244230171211242,0.5153756226753234,0.13731490539531707,0.39307132852821347,0.0186496,0.10597420334815978
3,I keep expecting him to call me like he does every Sunday. I almost dialed his number before I remembered.,1️⃣,fear,sadness,fear,"That sounds really painful. It’s completely normal to feel that way, especially with routines like Sunday calls that carry so much connection and comfort. Those moments can really hit hard when you realize things have changed. It might help to talk about some of the memories you shared during those calls or how he made you feel. I'm here for you.",326,7.9e-05,61,0.4833112955093384,0.34084081649780273,0.5989295840263367,0.9787615537643433,0,0.29662805795669556,0.182229,0.572419,0.034424,0.049677,0.024735,0,0.362878377305603,0.4334720898986817,0.373127350415802,0.607127732258606,0.009894,0.17797683477401732
3,I keep expecting him to call me like he does every Sunday. I almost dialed his number before I remembered.,2️⃣,fear,sadness,fear,"It’s completely natural to expect that familiar routine, especially when you’ve shared those moments together for so long. The longing to hear his voice can be so strong, and it must be incredibly painful to have that reminder of the connection you had. It’s okay to feel that sadness and the emptiness that comes with it. Remember, it’s all part of the process of grief. If you’d like, we can talk about some of your favorite memories with him.",452,0.00011,79,0.4833112955093384,0.34084081649780273,0.5989295840263367,0.9787615537643433,0,0.29662805795669556,0.182229,0.572419,0.034424,0.049677,0.024735,0,0.362878377305603,0.4334720898986817,0.373127350415802,0.607127732258606,0.009894,0.17797683477401732
3,I keep expecting him to call me like he does every Sunday. I almost dialed his number before I remembered.,3️⃣,fear,sadness,fear,"It’s completely natural to feel that way, especially when you have that regular connection with him. Those routines can be so comforting, and suddenly losing that can create a deep sense of longing and confusion. It’s okay to miss him and to feel the weight of those moments. If you want to share more about your memories or how you're feeling, I'm here for you.",311,8e-05,65,0.4833112955093384,0.34084081649780273,0.5989295840263367,0.9787615537643433,0,0.29662805795669556,0.182229,0.572419,0.034424,0.049677,0.024735,0,0.362878377305603,0.4334720898986817,0.373127350415802,0.607127732258606,0.009894,0.17797683477401732
4,My mom is in complete shock. She's just sitting in the living room staring at nothing. I don't know how to help her.,1️⃣,fear,sadness,fear,"It’s understandable to feel helpless when you see someone you love in such pain. Shock can be a very disorienting experience, and everyone processes loss differently. Sometimes just being there for her can make a difference—sitting with her, offering a gentle presence, or even talking to her when she’s ready. It might also help to encourage her to talk to someone who can provide support, like a friend or a counselor. You’re doing the best you can, and it’s okay to feel uncertain about what to do. Just take it one step at a time.",475,0.000123,95,0.09829047322273254,0.1377834975719452,0.3086227774620056,0.9940661191940308,0,0.9004440307617188,0.152549,0.317436,0.184508,0.284332,0.038875,0,0.11999388393363952,0.20964449854316713,0.25897686647720336,0.7101724715164184,0.015550000000000001,0.5402664184570313
4,My mom is in complete shock. She's just sitting in the living room staring at nothing. I don't know how to help her.,2️⃣,fear,sadness,fear,"It sounds really tough to see your mom in that state. Shock can be such a heavy emotion, and it can leave people feeling lost and unsure of what to do next. It’s understandable to feel overwhelmed yourself and not know how to help her right now. Sometimes just being there for her, even if you're not saying much, can be a comfort. You could sit with her, hold her hand, or share some quiet moments together. If she seems open to it, you might gently encourage her to talk or express her feelings when she’s ready. It’s okay to take it one step at a time; you’re both going through this together, and being there for each other can mean a lot.",628,0.000158,123,0.09829047322273254,0.1377834975719452,0.3086227774620056,0.9940661191940308,0,0.9004440307617188,0.152549,0.317436,0.184508,0.284332,0.038875,0,0.11999388393363952,0.20964449854316713,0.25897686647720336,0.7101724715164184,0.015550000000000001,0.5402664184570313
4,My mom is in complete shock. She's just sitting in the living room staring at nothing. I don't know how to help her.,3️⃣,fear,sadness,fear,"It sounds like your mom is really struggling to process everything that’s happened. Shock can leave people feeling paralyzed and unsure of how to move forward. Just being there for her can mean a lot, even if it feels like there's not much you can do. Sometimes sitting with someone in silence or offering a comfortable space for her emotions can help. If you want to talk about it more or share what you're feeling, I'm here to listen.",433,0.000105,79,0.09829047322273254,0.1377834975719452,0.3086227774620056,0.9940661191940308,0,0.9004440307617188,0.152549,0.317436,0.184508,0.284332,0.038875,0,0.11999388393363952,0.20964449854316713,0.25897686647720336,0.7101724715164184,0.015550000000000001,0.5402664184570313
5,"I have to start making calls to tell people. Friends, family, relatives. I don't know how many times I can say these words before I fall apart.",1️⃣,sadness,sadness,sadness,"I can only imagine how difficult that must be for you. Sharing such painful news is incredibly hard, and it’s okay to feel overwhelmed by it. Take your time, and don’t pressure yourself to be strong. You might want to consider writing down what you want to say or asking someone to help you make those calls. Remember, it’s okay to lean on others during this time—you're not alone in this.",600,0.000128,71,0.4498010575771332,0.9855656027793884,0.19761446118354797,0.9031129479408264,0,0.09494806081056595,0.202716,0.44737,0.145225,0.059318,0.069667,0,0.3509670345462799,0.770287361667633,0.17665867671012878,0.5655949687644959,0.027866800000000004,0.05696883648633957
5,"I have to start making calls to tell people. Friends, family, relatives. I don't know how many times I can say these words before I fall apart.",2️⃣,sadness,sadness,sadness,"I can only imagine how heavy that feels for you. Having to make those calls while you're still processing everything is incredibly challenging. It’s normal to feel like it might be too much to handle—each conversation is a reminder of your loss. Take your time and try to breathe. You don’t have to rush through this. If it feels overwhelming, it’s okay to ask someone else for help or to take breaks in between calls. Your feelings are valid, and it's important to give yourself grace as you navigate this difficult task. Remember, you’re not alone in this; it’s okay to lean on others for support.",793,0.000175,106,0.4498010575771332,0.9855656027793884,0.19761446118354797,0.9031129479408264,0,0.09494806081056595,0.202716,0.44737,0.145225,0.059318,0.069667,0,0.3509670345462799,0.770287361667633,0.17665867671012878,0.5655949687644959,0.027866800000000004,0.05696883648633957
